4	0	0	45	1.5	52	1.91	60	2.17	70	2.84	80	3.01	90	3.38	100	3.29	110	3.09	120	2.92	135	2.57	150	2.16	165	1.89	180	1.76
6	0	0	45	2.29	52	2.83	60	3.19	70	4.11	80	4.31	90	4.83	100	4.71	110	4.48	120	4.26	135	3.78	150	3.21	165	2.82	180	2.63
8	0	0	45	3.05	52	3.71	60	4.13	70	5.21	80	5.45	90	6.1	100	5.95	110	5.71	120	5.45	135	4.9	150	4.21	165	3.73	180	3.48
10	0	0	45	3.77	52	4.49	60	4.96	70	6.23	80	6.49	90	7.26	100	7.1	110	6.85	120	6.56	135	5.93	150	5.14	165	4.59	180	4.3
12	0	0	45	4.41	52	5.2	60	5.73	70	7.13	80	7.4	90	8.27	100	8.11	110	7.89	120	7.59	135	6.91	150	6.02	165	5.4	180	5.08
16	0	0	45	7.56	52	6.53	60	7.12	70	8.16	80	8.83	90	10.32	100	10.09	110	9.61	120	8.96	135	7.94	150	7.09	165	6.48	180	5.94
20	0	0	45	6.26	52	7.23	60	8.01	70	8.87	80	9.54	90	11.45	100	12.2	110	11.83	120	10.84	135	9.49	150	8.5	165	7.84	180	7.22
25	0	0	45	6.35	52	7.5	60	8.41	70	9.45	80	10.46	90	12.66	100	13.43	110	14.23	120	13.76	135	11.71	150	10.32	165	9.46	180	8.71
30	0	0	45	6.05	52	7.62	60	8.69	70	9.93	80	11.12	90	13.59	100	14.75	110	14.25	120	13.09	135	11.65	150	10.68	165	10.17	180	10.09
